Median for 2020-12-27 UTC : 14345254
Median for 2020-12-28 UTC : 14887053
Median for 2020-12-29 UTC : 14742286
Median for 2020-12-30 UTC : 14489941
Median for 2020-12-31 UTC : 14250341
Median for 2021-01-01 UTC : 13320149
Median for 2021-01-02 UTC : 14465273
Median for 2021-01-03 UTC : 14706124
Median for 2021-01-04 UTC : 15315265
Median for 2021-01-05 UTC : 14997883
Median for 2021-01-06 UTC : 15233484
Median for 2021-01-07 UTC : 15470406
Median for 2021-01-08 UTC : 15189056
Median for 2021-01-09 UTC : 14421610
Median for 2021-01-10 UTC : 14828547
Median for 2021-01-11 UTC : 15149296
Median for 2021-01-12 UTC : 14932506
Median for 2021-01-13 UTC : 14550411
Median for 2021-01-14 UTC : 14813242
Median for 2021-01-15 UTC : 14622377
Median for 2021-01-16 UTC : 14368977
Median for 2021-01-17 UTC : 14722234
Median for 2021-01-18 UTC : 15006114
Median for 2021-01-19 UTC : 14670102
Median for 2021-01-20 UTC : 14708546
Median for 2021-01-21 UTC : 15260128
Median for 2021-01-22 UTC : 14700057
Median for 2021-01-23 UTC : 14298549
Median for 2021-01-24 UTC : 14666799
Median for 2021-01-25 UTC : 15448720
Median for 2021-01-26 UTC : 14903932
Median for 2021-01-27 UTC : 14684941
Median for 2021-01-28 UTC : 14822214
Median for 2021-01-29 UTC : 14362488
Median for 2021-01-30 UTC : 14432862
Median for 2021-01-31 UTC : 14658838
Median for 2021-02-01 UTC : 15183165
Median for 2021-02-02 UTC : 15217666
Median for 2021-02-03 UTC : 14651667
Median for 2021-02-04 UTC : 14504452
Median for 2021-02-05 UTC : 14308606
Median for 2021-02-06 UTC : 13912668
Median for 2021-02-07 UTC : 14024810
Median for 2021-02-08 UTC : 15177234
Median for 2021-02-09 UTC : 12116506
Median for 2021-02-10 UTC : 16671200
Median for 2021-02-11 UTC : 14708651
Median for 2021-02-12 UTC : 14277473
Median for 2021-02-13 UTC : 13796321
Median for 2021-02-14 UTC : 13765716
Median for 2021-02-15 UTC : 13920336
Median for 2021-02-16 UTC : 14294011
Median for 2021-02-17 UTC : 14175964
Median for 2021-02-18 UTC : 14348929
Median for 2021-02-19 UTC : 14206248
Median for 2021-02-20 UTC : 13801996
Median for 2021-02-21 UTC : 13775981
Median for 2021-02-22 UTC : 14261743
Median for 2021-02-23 UTC : 14313309
Median for 2021-02-24 UTC : 14384258
Median for 2021-02-25 UTC : 14841322
Median for 2021-02-26 UTC : 14504744
Median for 2021-02-27 UTC : 14390227
Median for 2021-02-28 UTC : 14113622
Median for 2021-03-01 UTC : 14654702
Median for 2021-03-02 UTC : 14672056
Median for 2021-03-03 UTC : 14689166
Median for 2021-03-04 UTC : 14770676
Median for 2021-03-05 UTC : 14797265
Median for 2021-03-06 UTC : 14274635
Median for 2021-03-07 UTC : 14199452
Median for 2021-03-08 UTC : 17101913
Median for 2021-03-09 UTC : 14907718
Median for 2021-03-10 UTC : 14811677
Median for 2021-03-11 UTC : 14827731
Median for 2021-03-12 UTC : 14553952
Median for 2021-03-13 UTC : 14225466
Median for 2021-03-14 UTC : 14265789
Median for 2021-03-15 UTC : 15190859
Median for 2021-03-16 UTC : 15302148
Median for 2021-03-17 UTC : 15260100
Median for 2021-03-18 UTC : 15249037
Median for 2021-03-19 UTC : 15298698
Median for 2021-03-20 UTC : 15015624
Median for 2021-03-21 UTC : 14959743
Median for 2021-03-22 UTC : 15524008
Median for 2021-03-23 UTC : 15818892
Median for 2021-03-24 UTC : 15972092
Median for 2021-03-25 UTC : 16320131
Median for 2021-03-26 UTC : 15505834
Median for 2021-03-27 UTC : 14492968
Median for 2021-03-28 UTC : 14737946
Median for 2021-03-29 UTC : 14873031
Median for 2021-03-30 UTC : 15232188
Median for 2021-03-31 UTC : 15182272
Median for 2021-04-01 UTC : 14669912
Median for 2021-04-02 UTC : 14198777
Median for 2021-04-03 UTC : 13763880
Median for 2021-04-04 UTC : 13572212
Median for 2021-04-05 UTC : 14305639
Median for 2021-04-06 UTC : 15035866
Median for 2021-04-07 UTC : 14633565
Median for 2021-04-08 UTC : 14382533
Median for 2021-04-09 UTC : 14442657
Median for 2021-04-10 UTC : 14133687
Median for 2021-04-11 UTC : 14029773
Median for 2021-04-12 UTC : 14538578
Median for 2021-04-13 UTC : 14739733
Median for 2021-04-14 UTC : 14724206
Median for 2021-04-15 UTC : 14718150
Median for 2021-04-16 UTC : 14680703
Median for 2021-04-17 UTC : 14324778
Median for 2021-04-18 UTC : 14282518
Median for 2021-04-19 UTC : 14713297
Median for 2021-04-20 UTC : 14947356
Median for 2021-04-21 UTC : 14924924
Median for 2021-04-22 UTC : 14828630
Median for 2021-04-23 UTC : 14610313
Median for 2021-04-24 UTC : 14281961
Median for 2021-04-25 UTC : 14293245
Median for 2021-04-26 UTC : 14706872
Median for 2021-04-27 UTC : 14743734
Median for 2021-04-28 UTC : 14776493
Median for 2021-04-29 UTC : 15028602
Median for 2021-04-30 UTC : 14983134
Median for 2021-05-01 UTC : 14478472
Median for 2021-05-02 UTC : 14171174
Median for 2021-05-03 UTC : 14779069
Median for 2021-05-04 UTC : 15132295
Median for 2021-05-05 UTC : 15322818
Median for 2021-05-06 UTC : 14896212
Median for 2021-05-07 UTC : 14843546
Median for 2021-05-08 UTC : 14325916
Median for 2021-05-09 UTC : 14151179
Median for 2021-05-10 UTC : 14588392
Median for 2021-05-11 UTC : 14995835
Median for 2021-05-12 UTC : 15222000
Median for 2021-05-13 UTC : 15299153
Median for 2021-05-14 UTC : 15163612
Median for 2021-05-15 UTC : 14615111
Median for 2021-05-16 UTC : 15177919
Median for 2021-05-17 UTC : 15658442
Median for 2021-05-18 UTC : 13363459
Median for 2021-05-19 UTC : 0
Median for 2021-05-20 UTC : 0
Median for 2021-05-21 UTC : 0
Median for 2021-05-22 UTC : 0
Median for 2021-05-23 UTC : 0
Median for 2021-05-24 UTC : 0
Median for 2021-05-25 UTC : 15796830
Median for 2021-05-26 UTC : 15443932
Median for 2021-05-27 UTC : 15680684
Median for 2021-05-28 UTC : 15843433
Median for 2021-05-29 UTC : 15334402
Median for 2021-05-30 UTC : 15030186
Median for 2021-05-31 UTC : 15356878
Median for 2021-06-01 UTC : 15966018
Median for 2021-06-02 UTC : 15952777
Median for 2021-06-03 UTC : 15485123
Median for 2021-06-04 UTC : 14982533
Median for 2021-06-05 UTC : 14004819
Median for 2021-06-06 UTC : 13805206
Median for 2021-06-07 UTC : 14707120
Median for 2021-06-08 UTC : 13336066
Median for 2021-06-09 UTC : 11928240
Median for 2021-06-10 UTC : 11715660
Median for 2021-06-11 UTC : 11685240
Median for 2021-06-12 UTC : 11135875
Median for 2021-06-13 UTC : 10867554
Median for 2021-06-14 UTC : 11640142
Median for 2021-06-15 UTC : 11949360
Median for 2021-06-16 UTC : 12072702
Median for 2021-06-17 UTC : 11949126
Median for 2021-06-18 UTC : 11874645
Median for 2021-06-19 UTC : 11413756
Median for 2021-06-20 UTC : 11216837
Median for 2021-06-21 UTC : 11852043
Median for 2021-06-22 UTC : 12212737
Median for 2021-06-23 UTC : 12215019
Median for 2021-06-24 UTC : 12036624
Median for 2021-06-25 UTC : 12125775
Median for 2021-06-26 UTC : 11685786
Median for 2021-06-27 UTC : 11446679
Median for 2021-06-28 UTC : 12255333
Median for 2021-06-29 UTC : 12289902
Median for 2021-06-30 UTC : 12156050
Median for 2021-07-01 UTC : 12298842
Median for 2021-07-02 UTC : 12044149
Median for 2021-07-03 UTC : 11492590
Median for 2021-07-04 UTC : 11084100
Median for 2021-07-05 UTC : 11164408
Median for 2021-07-06 UTC : 12533353
Median for 2021-07-07 UTC : 13070792
Median for 2021-07-08 UTC : 12926504
Median for 2021-07-09 UTC : 12557376
Median for 2021-07-10 UTC : 12199787
Median for 2021-07-11 UTC : 12662238
Median for 2021-07-12 UTC : 13599146
Median for 2021-07-13 UTC : 12934430
Median for 2021-07-14 UTC : 12755054
Median for 2021-07-15 UTC : 12687623
Median for 2021-07-16 UTC : 12312503
Median for 2021-07-17 UTC : 11499374
Median for 2021-07-18 UTC : 11539082
Median for 2021-07-19 UTC : 11942504
Median for 2021-07-20 UTC : 12160866
Median for 2021-07-21 UTC : 12273385
Median for 2021-07-22 UTC : 12215695
Median for 2021-07-23 UTC : 12050205
Median for 2021-07-24 UTC : 11726378
Median for 2021-07-25 UTC : 11658138
Median for 2021-07-26 UTC : 12296261
Median for 2021-07-27 UTC : 12537781
Median for 2021-07-28 UTC : 12537187
Median for 2021-07-29 UTC : 12448017
Median for 2021-07-30 UTC : 12410131
Median for 2021-07-31 UTC : 11825602
Median for 2021-08-01 UTC : 11974148
Median for 2021-08-02 UTC : 12469360
Median for 2021-08-03 UTC : 12523128
Median for 2021-08-04 UTC : 12447296
Median for 2021-08-05 UTC : 12352047
Median for 2021-08-06 UTC : 12466794
Median for 2021-08-07 UTC : 12014443
Median for 2021-08-08 UTC : 12095452
Median for 2021-08-09 UTC : 12563836
Median for 2021-08-10 UTC : 12792914
Median for 2021-08-11 UTC : 13321871
Median for 2021-08-12 UTC : 13188313
Median for 2021-08-13 UTC : 13228637
Median for 2021-08-14 UTC : 12841028
Median for 2021-08-15 UTC : 12835818
Median for 2021-08-16 UTC : 13230120
Median for 2021-08-17 UTC : 13498217
Median for 2021-08-18 UTC : 13615610
Median for 2021-08-19 UTC : 13919261
Median for 2021-08-20 UTC : 13907976
Median for 2021-08-21 UTC : 13430604
Median for 2021-08-22 UTC : 13458636
Median for 2021-08-23 UTC : 14073064
Median for 2021-08-24 UTC : 14180071
Median for 2021-08-25 UTC : 13982942
Median for 2021-08-26 UTC : 14082785
Median for 2021-08-27 UTC : 13959367
Median for 2021-08-28 UTC : 13750595
Median for 2021-08-29 UTC : 13771328
Median for 2021-08-30 UTC : 14501791
Median for 2021-08-31 UTC : 14598856
Median for 2021-09-01 UTC : 14453926
Median for 2021-09-02 UTC : 14506710
Median for 2021-09-03 UTC : 14466814
Median for 2021-09-04 UTC : 13956445
Median for 2021-09-05 UTC : 13988449
Median for 2021-09-06 UTC : 14322454
Median for 2021-09-07 UTC : 14484535
Median for 2021-09-08 UTC : 14621202
Median for 2021-09-09 UTC : 14917914
Median for 2021-09-10 UTC : 14804737
Median for 2021-09-11 UTC : 14102654
Median for 2021-09-12 UTC : 14310720
Median for 2021-09-13 UTC : 16566485
Median for 2021-09-14 UTC : 15428398
Median for 2021-09-15 UTC : 15411828
Median for 2021-09-16 UTC : 15071684
Median for 2021-09-17 UTC : 15221161
Median for 2021-09-18 UTC : 14708648
Median for 2021-09-19 UTC : 14790686
Median for 2021-09-20 UTC : 15392536
Median for 2021-09-21 UTC : 15391122
Median for 2021-09-22 UTC : 15344594
Median for 2021-09-23 UTC : 15610087
Median for 2021-09-24 UTC : 15640858
Median for 2021-09-25 UTC : 15172467
Median for 2021-09-26 UTC : 14848579
Median for 2021-09-27 UTC : 15344243
Median for 2021-09-28 UTC : 15624338
Median for 2021-09-29 UTC : 15374588
Median for 2021-09-30 UTC : 15304364
Median for 2021-10-01 UTC : 15304212
Median for 2021-10-02 UTC : 14687503
Median for 2021-10-03 UTC : 14900089
Median for 2021-10-04 UTC : 15599706
Median for 2021-10-05 UTC : 15334471
Median for 2021-10-06 UTC : 15109507
Median for 2021-10-07 UTC : 15083554
Median for 2021-10-08 UTC : 15092988
Median for 2021-10-09 UTC : 14411782
Median for 2021-10-10 UTC : 14613887
Median for 2021-10-11 UTC : 15176960
Median for 2021-10-12 UTC : 15267933
Median for 2021-10-13 UTC : 15036038
Median for 2021-10-14 UTC : 14952470
Median for 2021-10-15 UTC : 15203878
Median for 2021-10-16 UTC : 14649373
Median for 2021-10-17 UTC : 14858444
Median for 2021-10-18 UTC : 15449900
Median for 2021-10-19 UTC : 15777144
Median for 2021-10-20 UTC : 15814656
Median for 2021-10-21 UTC : 15827909
Median for 2021-10-22 UTC : 15854058
Median for 2021-10-23 UTC : 15176638
Median for 2021-10-24 UTC : 15261039
Median for 2021-10-25 UTC : 15998702
Median for 2021-10-26 UTC : 16342677
Median for 2021-10-27 UTC : 15967554
Median for 2021-10-28 UTC : 15745366
Median for 2021-10-29 UTC : 15846516
Median for 2021-10-30 UTC : 17302966
Median for 2021-10-31 UTC : 15021224
Median for 2021-11-01 UTC : 15894132
Median for 2021-11-02 UTC : 16523110
Median for 2021-11-03 UTC : 16647280
Median for 2021-11-04 UTC : 16391474
Median for 2021-11-05 UTC : 16274352
Median for 2021-11-06 UTC : 15871728
Median for 2021-11-07 UTC : 16248507
Median for 2021-11-08 UTC : 16436258
